# OpenSignals Text File Format. Version 1
# {"98:D3:71:FD:62:1F": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FD:62:1F", "device connection": "BTH98:D3:71:FD:62:1F", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-4-12", "time": "11:41:7.526", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	524	
1	0	0	0	0	523	
2	0	0	0	0	522	
3	0	0	0	0	523	
4	0	0	0	0	522	
5	0	0	0	0	521	
6	0	0	0	0	521	
7	0	0	0	0	522	
8	0	0	0	0	523	
9	0	0	0	0	522	
10	0	0	0	0	522	
11	0	0	0	0	522	
12	0	0	0	0	523	
13	0	0	0	0	524	
14	0	0	0	0	523	
15	0	0	0	0	523	
0	0	0	0	0	523	
1	0	0	0	0	524	
2	0	0	0	0	523	
3	0	0	0	0	522	
4	0	0	0	0	521	
5	0	0	0	0	520	
6	0	0	0	0	521	
7	0	0	0	0	521	
8	0	0	0	0	522	
9	0	0	0	0	523	
10	0	0	0	0	522	
11	0	0	0	0	521	
12	0	0	0	0	521	
13	0	0	0	0	521	
14	0	0	0	0	521	
15	0	0	0	0	521	
0	0	0	0	0	520	
1	0	0	0	0	520	
2	0	0	0	0	519	
3	0	0	0	0	519	
4	0	0	0	0	519	
5	0	0	0	0	519	
6	0	0	0	0	518	
7	0	0	0	0	518	
8	0	0	0	0	519	
9	0	0	0	0	519	
10	0	0	0	0	520	
11	0	0	0	0	520	
12	0	0	0	0	519	
13	0	0	0	0	519	
14	0	0	0	0	520	
15	0	0	0	0	519	
0	0	0	0	0	519	
1	0	0	0	0	519	
2	0	0	0	0	519	
3	0	0	0	0	518	
4	0	0	0	0	517	
5	0	0	0	0	518	
6	0	0	0	0	518	
7	0	0	0	0	519	
8	0	0	0	0	518	
9	0	0	0	0	517	
10	0	0	0	0	517	
11	0	0	0	0	518	
12	0	0	0	0	518	
13	0	0	0	0	517	
14	0	0	0	0	517	
15	0	0	0	0	518	
0	0	0	0	0	517	
1	0	0	0	0	516	
2	0	0	0	0	516	
3	0	0	0	0	515	
